unitId,总数,标题,经度,维度,地址,信息,原价,现价,城市,区域,整套,布局,评分,点评
393928,32799,临近钟鼓楼优雅阳光四人间 有地暖可接送机,108.95296901303333,34.272727303512134,假日国际公寓((从世纪山水酒店进坐电梯上9楼)),近北大街地铁站,155,148,西安,莲湖区,整套,1居2床4人,5.0,5
5702272,32799,C2紧邻景区地铁商圈机场大巴网红ins,108.955391,34.24667,大话南门(地铁南稍门#中贸广场#草场坡#美食街#红会医院),近南稍门地铁站,226,204,西安,碑林区,整套,1居2床4人,4.9,4
14942782,32799,春节特惠北欧大雁塔/回民街/城墙/钟楼 ,108.96846699999989,34.249856065413184,万达广场(李家村店)(二栋二单元),近建筑科技大学·李家村地铁站,218,197,西安,碑林区,整套,1居1床2人,5.0,7
17105894,32799,茶艺人生大床房钟鼓楼回民街巷口北大街地铁,108.95241044135872,34.272932975636834,二府街10号(宏府大厦),近北大街地铁站,148,134,西安,莲湖区,整套,1居1床2人,0.0,0
2818760,32799,《归心民宿》北欧简约温馨大床房,108.83768048388276,34.29661879833154,万象城-B座(三桥新街),近三桥地铁站,138,125,西安,未央区,整套,1居1床2人,5.0,2
10748494,32799,素宿【5】市中心 DIY手工打造北欧风 ,108.94443916116217,34.223986332385884,阳阳国际广场,近吉祥村站地铁站,298,298,西安,雁塔区,整套,1居1床2人,5.0,4
10355311,32799,智能语音长乐坡地铁站可做饭一室大床房,109.0436799034309,34.27186218948154,长荣路,近长乐坡地铁站,168,168,西安,灞桥区,整套,1居1床2人,4.8,3
15860727,32799,【舒途】阳光大两室 三桥地铁口/万象城,108.82874399999994,34.295910027107006,华润二十四城四期,近三桥地铁站,288,260,西安,未央区,整套,2居2床4人,5.0,1
1114903,32799,【素锦】摔碗酒/南门钟楼/小寨清新套房,108.9520572133131,34.25038466904225,长安路街道南关正街16号中贸广场,近南稍门地铁站,229,225,西安,碑林区,整套,2居2床4人,5.0,2
2687790,32799,《归心民宿》北欧简约家庭影院,108.83784217887457,34.29622364522089,万象城-B座(三桥万象城B座),近三桥地铁站,168,168,西安,未央区,整套,1居1床2人,4.9,2
15795193,32799,哈密瓜民宿正常入住,108.9135783164208,34.36703789691525,汉都新苑,近凤城十二路地铁站,255,255,西安,未央区,整套,1居1床2人,0.0,0
10027921,32799,【清欢】钟楼鼓楼回民风情街两室度假房,108.94992375735453,34.27225000033034,麦苋街-道路(麦苋街),近北大街地铁站,235,188,西安,莲湖区,整套,2居2床4人,5.0,4
12321716,32799,【遇见西美】ins两卧套房/钟鼓楼回民街,108.952918,34.268225,宏府嘉会广场B座(东门),近钟楼地铁站,303,274,西安,莲湖区,整套,2居2床4人,5.0,59
